Registro,Nombre del Buque,Longitud del Buque (Eslora),Muelle Asignado,Retraso Estimado (Horas)
10000,CHRISTEL I (EX TASA 311),36.44,Fondeo no comercial,49.01
10068,TXOPITUNA,77.3,Internacional,393.43
9974,CARMEN D,44.42,Marginal,224.09
9970,DOÑA TULA,48.0,Marginal,117.61
9989,ARIETE,46.0,Fondeo no comercial,24.05
9984,LIBERTAD III,75.41,Fondeo no comercial,-3.02
9990,NORD CHESAPEAKE,199.99,Internacional,55.57
9972,EL CONDE,33.33,Fondeo no comercial,287.32
10004,DON ALVARO,37.55,Marginal,123.02
9973,DOÑA NANCY,35.94,Marginal,53.92
10054,ADRIANA,64.29,Internacional,440.01
10075,TARQUI,42.63,Marginal,438.99
9985,REINA DE LA PAZ,91.0,Internacional,18.24
10036,CARIBE TUNA,68.64,Internacional,424.42
9982,LADY MALOU,183.31,Internacional,38.26
9987,DOÑA TULA,48.0,Fondeo no comercial,39.14
9907,KENY,55.97,Fondeo no comercial,8.24
9919,YELISAVA,50.4,Marginal,8.39
9903,DON ANTONIO,38.91,Marginal,8.43
9952,DON ALVARO,37.55,Marginal,89.11
9895,GIULIETTA,61.56,Fondeo no comercial,33.99
9930,TIUNA,61.96,Internacional,33.49
9954,PANNONIA G,190.0,Internacional,121.9
9891,LIBERTAD II.,75.52,Fondeo no comercial,0.96
9926,SANDRA C,60.0,Internacional,32.42
9887,SEA PRINCESS,261.1,Internacional,4.43
9953,GOLD TUNA,53.96,Fondeo no comercial,152.94
9936,ALEJANDRA,42.03,Fondeo no comercial,55.39
9875,MONTENEME,54.6,Marginal,434.9
9876,ALIZE,51.5,Marginal,265.8
9918,NORTH QUEEN,35.87,Fondeo no comercial,53.93
9924,SEA GEM,68.0,Internacional,57.71
9950,EL DORADO,41.76,Marginal,104.13
9872,GLORIA C,31.85,Marginal,244.23
9871,CAP. TINO B,34.98,Marginal,147.11
9941,DOÑA ROGE,56.97,Internacional,55.89
9905,ATLANTIC SIRIUS,184.33,Internacional,41.4
9958,ROSITA C,84.0,Internacional,187.01
9870,ANTONIO H,39.53,Marginal,73.08
9929,NAZCA,74.25,Internacional,57.12
9942,EILEEN MARIE,51.6,Internacional,55.96
9886,CORSARIO I,33.62,Marginal,22.74
9908,ANTONIO H,39.53,Fondeo no comercial,15.92
9911,MONTENEME,54.6,Internacional,27.16
9898,ARIETE,46.0,Fondeo no comercial,80.39
9947,ALINA,53.85,Fondeo no comercial,128.47
9915,LUCY,42.63,Fondeo no comercial,79.31
9893,ESMERALDA C,78.75,Internacional,45.42
9873,BALBINA,30.17,Fondeo no comercial,-8.17
9917,ALESSIA,56.9,Fondeo no comercial,104.19
9867,MARY LYNN,33.46,Marginal,147.97
9866,NORTH QUEEN,35.87,Marginal,336.45
9909,ALIZE,51.5,Internacional,75.34
9852,OCEAN LADY,37.34,Marginal,861.24
9860,JOSELITO,32.56,Marginal,390.25
9890,DAIICHI MARU Nº 25,46.75,Fondeo no comercial,104.81
9859,PATRICIA LYNN,32.9,Marginal,195.39
9904,DOÑA NANCY,35.94,Fondeo no comercial,149.1
9864,PATRICIA LYNN,32.9,Marginal,17.88
9878,DOÑA MARUJA,45.5,Fondeo no comercial,103.75
9863,FORTICA,33.28,Fondeo no comercial,-7.57
9889,MARIA JOSE,60.04,Fondeo no comercial,118.42
9910,LAUTARO,61.7,Internacional,169.79
9862,ESMERALDA C,78.75,Internacional,-0.05
9868,MARY LYNN,33.46,Fondeo no comercial,70.74
9861,ISLAND PRIDE Nº1,27.28,Fondeo no comercial,21.78
9927,ROMEO,24.08,Fondeo no comercial,193.52
9939,TUNAMAR,76.75,Internacional,199.56
9877,CHIARA,56.52,Internacional,126.09
9851,ALEJANDRA,42.03,Marginal,147.27
9892,TARQUI,42.63,Internacional,185.29
9925,ENTERPRISE,61.21,Internacional,224.71
9881,ALTAR 8,53.51,Fondeo no comercial,160.44
9856,EMILIO,72.0,Fondeo no comercial,25.42
9855,PS-1,56.8,Fondeo no comercial,22.87
9880,EL REY.,60.2,Internacional,177.42
9937,MARIA ISABEL C,65.84,Internacional,248.65
9850,CHASCA,39.87,Fondeo no comercial,-3.32
9869,SEA TUNA I,64.7,Internacional,153.47
9848,BETTY ELIZABETH,34.19,Fondeo no comercial,3.35
9938,ORION S,92.23,Fondeo comercial,273.28
9847,TXOPITUNA DOS,77.3,Internacional,2.54
9879,BP. ANDREA,78.8,Internacional,195.39
9839,DIANA MARIA,36.66,Marginal,127.93
9845,MORNING CAPO,199.98,Internacional,10.77
9849,MARUJITA (EX TXIRRIÑE),49.0,Fondeo no comercial,49.8
9837,MARY LYNN,33.46,Marginal,31.81
9857,TUNAPESCA,60.44,Internacional,123.3
9831,GINO D,53.45,Marginal,271.73
9842,MARUJITA (EX TXIRRIÑE),49.0,Internacional,0.4
9853,CHRISTEL I (EX TASA 311),36.44,Fondeo no comercial,120.49
9843,ANDES V,96.0,Fondeo no comercial,45.23
9940,DOMINADOR I,46.88,Marginal,392.99
9865,AMERICAN EAGLE,59.87,Internacional,246.47
9932,VICTORIA DEL MAR,62.7,Internacional,391.65
9858,ISLAND PRIDE Nº1,27.28,Fondeo no comercial,185.43
9854,CHARO,86.79,Internacional,167.14
9833,ISLAND PRIDE Nº1,27.28,Fondeo no comercial,197.26
9836,KRISTIN KNUTSEN,148.43,Internacional,22.17
9829,SWAN ACE,199.95,Internacional,-1.95
9773,GLORIA C,31.85,Fondeo no comercial,29.3
9771,EILEEN MARIE,51.6,Marginal,124.87
9817,L JUBICA,89.28,Internacional,189.0
9769,MARTINA C,72.1,Fondeo no comercial,1.84
9767,DOÑA NANCY,35.94,Fondeo no comercial,19.79
9763,LUCY,42.63,Internacional,-2.46
9800,MARIA ISABEL C,65.84,Internacional,127.82
9757,LUCIA T,52.52,Marginal,289.91
9815,LA PEÑA,73.33,Internacional,239.62
9754,CAP. DANNY B,34.98,Marginal,148.1
9802,MONTENEME,54.6,Fondeo no comercial,152.52
9766,MILENKA C,46.0,Fondeo no comercial,63.83
9764,TIGRE (REMOLCADOR),21.93,Marginal,-1.69
9801,CARMEN D,44.42,Fondeo no comercial,152.22
9798,MARTA LUCIA R,78.33,Internacional,176.6
9759,ALESHKA,56.93,Internacional,1.55
9758,EL DORADO,41.76,Internacional,25.35
9770,PATRICIA LYNN,32.9,Marginal,149.76
9751,DOÑA ROGE,56.97,Internacional,32.99
9745,DON BARTOLO,50.04,Fondeo no comercial,5.28
9774,NORTH QUEEN,35.87,Fondeo no comercial,215.29
9744,DOÑA MARUJA,45.5,Internacional,29.99
9768,DAIICHI MARU Nº 25,46.75,Marginal,194.01
9804,YARA,54.58,Internacional,271.11
9761,MARIA ISABEL C,65.84,Fondeo comercial,121.11
9740,ARDMORE DEFENDER,184.06,Internacional,16.76
9765,ROMEO,24.08,Fondeo no comercial,152.71
9731,GLORIA C,31.85,Marginal,170.3
9748,ALESSIA,56.9,Fondeo no comercial,104.57
9760,DOÑA NANCY,35.94,Fondeo no comercial,215.29
9728,EL DORADO,41.76,Marginal,123.6
9753,SAN ANDRÉS,78.0,Internacional,134.35
9737,JULIE L.,77.0,Internacional,8.79
9736,EL DORADO,41.76,Marginal,-4.51
9762,CAP. BERNY B,65.1,Fondeo no comercial,220.35
9734,BALBINA,30.17,Marginal,5.93
9726,JOSELITO,32.56,Marginal,268.18
9729,CAP. TINO B,34.98,Marginal,173.16
9786,DANILO C / P-04-0604,28.5,Fondeo no comercial,343.19
9735,DANIELA,59.77,Internacional,16.95
9756,ISLAND PRIDE Nº1,27.28,Marginal,171.78
9741,JO LINDA,40.17,Marginal,77.99
9799,ORION S,92.23,Fondeo comercial,341.12
9730,SUNSHINE ACE,199.95,Internacional,-3.26
9750,CHRISTEL I (EX TASA 311),36.44,Fondeo no comercial,144.68
9724,DON ALVARO,37.55,Marginal,159.03
9727,HYUNDAI NO 107,184.2,Internacional,10.58
9739,JOCAY,91.1,Internacional,76.26
9721,MARY LYNN,33.46,Marginal,44.33
9742,MIRELUR  NO USAR,69.02,Internacional,150.09
9723,VIKING OCEAN,167.25,Internacional,-2.53
9720,LUCY,42.63,Marginal,288.97
9749,ALTAR 10,53.61,Fondeo no comercial,214.27
9733,ADRIANA,64.29,Internacional,76.98
9653,ROMEO,24.08,Fondeo no comercial,6.67
9707,ALEJANDRA,42.03,Fondeo no comercial,175.49
9651,"ALTAR 6 /P-04-00827, ex Kyoshin Maru6",53.51,Fondeo no comercial,8.14
9672,SCT BREITHORN,164.34,Internacional,7.49
9655,ALETA AZUL,70.0,Internacional,8.39
9710,DANIELA,59.77,Internacional,191.12
9654,MARINERO,18.0,Marginal,31.03
9679,ROCIO,71.5,Internacional,32.58
9684,SICHEM PARIS,128.6,Internacional,35.97
9639,ROMEO,24.08,Fondeo no comercial,45.37
9678,DOÑA MARUJA,45.5,Internacional,103.5
9709,JULIE L.,77.0,Internacional,247.57
9629,PATRICIA LYNN,32.9,Marginal,190.67
9624,SOUTHERN QUEEN,36.8,Marginal,148.94
9683,DON BARTOLO,50.04,Fondeo no comercial,144.01
9635,LIBERTAD VI,88.22,Internacional,28.84
9625,ALIZE,51.5,Marginal,264.07
9638,CHAVIN QUEEN,182.98,Internacional,69.47
9631,ALTAR 10,53.61,Fondeo no comercial,17.75
9633,ROCIO,71.5,Internacional,54.29
9636,BOW CONDOR,133.0,Internacional,4.54
9623,DANILO C / P-04-0604,28.5,Marginal,214.99
9698,POPLAR ARROW,189.77,Internacional,240.68
9637,SICHEM PARIS,128.6,Internacional,71.94
9632,ROMEO,24.08,Fondeo no comercial,66.04
9621,GOLD TUNA,53.96,Marginal,401.5
9627,GIULIETTA,61.56,Internacional,42.37
9659,DON ANTONIO,38.91,Fondeo no comercial,198.93
9604,FORTICA,33.28,Marginal,338.57
9660,ISABELLA,62.4,Fondeo no comercial,198.97
9603,GINO D,53.45,Marginal,317.99
9617,CHARO,86.79,Internacional,24.93
9615,CHEMTRANS HAVEL,128.6,Internacional,12.68
9622,GOLD TUNA,53.96,Fondeo no comercial,51.35
9618,ROMEO,24.08,Fondeo no comercial,46.49
9612,PATRICIA LYNN,32.9,Fondeo no comercial,52.95
9608,MORNING POST,199.97,Internacional,14.18
9599,ISABELLA,62.4,Internacional,478.26
9598,MARY LYNN,33.46,Marginal,76.87
9673,LOS ROQUES,65.39,Internacional,273.2
9671,COLOSUS,33.3,Marginal,292.34
9680,FLORENTINO,107.5,Fondeo no comercial,65.9
9601,LA PEÑA,73.33,Fondeo no comercial,23.91
9606,DOMINADOR I,46.88,Internacional,44.92
9597,MORNING MERCATOR,199.53,Internacional,1.71
9628,TXOPITUNA DOS,77.3,Internacional,190.7
9590,ROCIO,71.5,Fondeo no comercial,269.05
9657,LUCAS,30.63,Marginal,341.93
9584,JOSELITO,32.56,Marginal,197.58
9595,ROCIO,71.5,Internacional,-0.27
9620,ISLAND PRIDE Nº1,27.28,Fondeo no comercial,147.92
9674,REINA DE LA PAZ,91.0,Internacional,345.55
9592,MARTINA C,72.1,Fondeo no comercial,15.78
9619,CHRISTEL I (EX TASA 311),36.44,Marginal,170.66
9582,DOÑA NANCY,35.94,Marginal,105.21
9626,NORTH QUEEN,35.87,Fondeo no comercial,210.33
9575,EL CONDE,33.33,Marginal,149.08
9574,DON ALVARO,37.55,Marginal,51.25
9607,CHARO,86.79,Internacional,142.75
9667,EASTERN PACIFIC,42.59,Fondeo no comercial,391.67
9609,ROMEO,24.08,Fondeo no comercial,157.51
9630,AMANDA S,71.0,Internacional,288.29
9573,ROMEO,24.08,Marginal,523.68
9675,TUNAMAR,76.75,Internacional,416.38
9589,LAUTARO,61.7,Internacional,46.42
9594,UGAVI DOS,77.44,Internacional,92.96
9579,CHRISTEL I (EX TASA 311),36.44,Marginal,0.14
9576,NUEVA CADIZ,31.09,Fondeo no comercial,1.01
9515,JO LINDA,40.17,Fondeo no comercial,8.52
9530,CARIBE TUNA,68.64,Fondeo no comercial,8.6
9489,ALDO,47.85,Marginal,221.84
9540,CURIMAGUA,78.14,Internacional,33.51
9532,ENTERPRISE,61.21,Internacional,33.26
9482,MEDJUGORJE / P-04-00006,60.28,Marginal,243.89
9503,LUCY,42.63,Internacional,3.48
9485,CARMEN D,44.42,Marginal,223.76
9504,DOÑA ROGE,56.97,Fondeo no comercial,10.3
9561,CABO DE HORNOS,55.0,Internacional,195.35
9488,DIANA MARIA,36.66,Marginal,244.94
9502,EL DORADO,41.76,Internacional,27.03
9500,GIULIETTA,61.56,Fondeo no comercial,15.81
9497,CARMEN D,44.42,Fondeo no comercial,16.84
9472,DOMINADOR I,46.88,Marginal,471.1
9501,TARQUI,42.63,Fondeo no comercial,26.56
9471,FORTICA,33.28,Marginal,206.66
9491,FORTICA,33.28,Marginal,-9.46
9550,DIVA MARIA,78.83,Internacional,138.14
9498,CORSARIO I,33.62,Marginal,-0.41
9510,GLORIA C,31.85,Marginal,80.15
9459,MONTECRISTI,39.94,Marginal,529.74
9495,OCEAN LADY,37.34,Internacional,49.13
9461,CABO MARZO,68.83,Internacional,225.14
9460,TARQUI,42.63,Marginal,577.5
9493,EL DORADO,41.76,Internacional,64.93
9494,LUCY,42.63,Internacional,72.13
9507,ALESHKA,56.93,Internacional,127.75
9462,MARUJITA (EX TXIRRIÑE),49.0,Marginal,74.53
9483,ARIETE,46.0,Fondeo no comercial,52.28
9457,MONTENEME,54.6,Marginal,239.93
9458,MARY LYNN,33.46,Marginal,100.39
9525,ALTAR 21,48.0,Fondeo no comercial,151.03
9475,DOÑA ROGE,56.97,Fondeo no comercial,41.56
9522,ROMEO,24.08,Fondeo no comercial,175.11
9476,MARUJITA (EX TXIRRIÑE),49.0,Internacional,68.28
9505,"ALTAR 6 /P-04-00827, ex Kyoshin Maru6",53.51,Fondeo no comercial,64.37
9479,JOSE ARMANDO,56.94,Internacional,97.29
9634,PESCATUN I,58.0,Internacional,865.03
9474,CARIBE TUNA,68.64,Internacional,66.49
9521,NORTH QUEEN,35.87,Fondeo no comercial,221.4
9467,ALEJANDRA,42.03,Fondeo no comercial,5.74
9499,ALINA,53.85,Fondeo no comercial,243.94
9487,DOMINADOR I,46.88,Marginal,185.33
9478,TARQUI,42.63,Fondeo no comercial,119.8
9518,MARINERO,18.0,Marginal,269.9
9480,DOÑA MARUJA,45.5,Internacional,175.27
9496,MONTECRISTI,39.94,Fondeo no comercial,233.45
9470,CT FRONTIER,141.0,Internacional,9.3
9539,FRIO CONFIDANZE,92.75,Internacional,272.81
9477,OCEAN LADY,37.34,Fondeo no comercial,165.28
9464,JULIE L.,77.0,Internacional,26.7
9523,DAIICHI MARU Nº 25,46.75,Fondeo no comercial,295.25
9447,DON ALVARO,37.55,Marginal,96.91
9481,ISLAND PRIDE Nº1,27.28,Fondeo no comercial,220.88
9473,ARIETE,46.0,Fondeo no comercial,48.07
9486,DON ALVARO,37.55,Fondeo no comercial,15.72
9484,CHRISTEL I (EX TASA 311),36.44,Marginal,-4.57
9542,BETTY ELIZABETH,34.19,Marginal,135.67
9555,BP. ANDREA,78.8,Internacional,441.09
9466,FARALLON,119.95,Fondeo no comercial,102.19
9445,NORTH QUEEN,35.87,Marginal,940.63
9452,NORTH QUEEN,35.87,Fondeo no comercial,-9.74
9454,HOEGH TROVE,199.99,Internacional,14.62
9441,DOÑA MARUJA,45.5,Marginal,93.04
9492,ESTHERCHO,62.6,Internacional,330.19
9468,ROSITA C,84.0,Internacional,257.3
9455,UBC STAVANGER,171.59,Internacional,26.29
9490,CAP. BERNY B,65.1,Fondeo no comercial,145.93
9506,ALESSIA,56.9,Fondeo no comercial,339.22
9528,CAPE FLOWER,47.06,Marginal,393.14
9442,ALEJANDRA,42.03,Marginal,149.51
9517,DON ANTONIO,38.91,Fondeo no comercial,390.22
9465,TUNAPESCA,60.44,Internacional,125.04
9439,FARALLON,119.95,Fondeo no comercial,-5.87
9433,EL CONDE,33.33,Marginal,2.91
9411,UGAVI / P-04-00700,81.0,Internacional,102.98
9365,FARALLON,119.95,Fondeo no comercial,-6.23
9352,PALMAR,29.9,Marginal,1.94
9351,GUAYAS,37.3,Marginal,-1.86
9355,ISLAND PRIDE Nº1,27.28,Marginal,92.03
9367,VOYAGER,152.5,Internacional,30.61
9363,PALMAR,29.9,Marginal,0.6
9361,GUAYAS,37.3,Marginal,-0.98
9362,MIRELUR  NO USAR,69.02,Fondeo no comercial,29.13
9349,CAP. TINO B,34.98,Marginal,101.8
9354,BOW CONDOR,133.0,Internacional,16.55
9369,ROCIO,71.5,Internacional,53.9
9345,ALDO,47.85,Marginal,318.17
9353,MALMO,149.95,Internacional,24.76
9396,FORTICA,33.28,Fondeo no comercial,79.07
9356,CAP. TINO B,34.98,Marginal,25.25
9375,BERNARDITA B,34.98,Marginal,78.6
9340,ALIZE,51.5,Marginal,245.44
9379,FUJI,56.54,Fondeo no comercial,103.12
9339,MARY LYNN,33.46,Marginal,68.36
9408,DOÑA CHULE,51.65,Fondeo no comercial,199.34
9364,DANIELA,59.77,Fondeo no comercial,103.74
9341,DON BARTOLO,50.04,Marginal,93.58
9338,DIANA MARIA,36.66,Marginal,197.42
9335,CAP. DANNY B,34.98,Marginal,150.17
9377,DON ANTONIO,38.91,Fondeo no comercial,174.33
9397,MILENKA C,46.0,Marginal,177.34
9343,CHEMBULK ULSAN,141.0,Internacional,31.53
9383,GLORIA C,31.85,Fondeo no comercial,174.73
9394,ROMEO,24.08,Fondeo no comercial,173.96
9347,SICHEM HONG KONG,128.6,Internacional,10.82
9334,BERNARDITA B,34.98,Marginal,14479.24
9331,DON ANTONIO,38.91,Marginal,1464.15
9342,FARALLON,119.95,Fondeo no comercial,67.85
9336,SHAMROCK JUPITER,146.6,Internacional,27.81
9333,STAR PRINCESS,289.62,Internacional,10.25
9326,FORTICA,33.28,Marginal,171.88
9327,ROMEO,24.08,Marginal,66.17
9324,COUGAR ACE,199.53,Internacional,8.6
9330,FRIO CONFIDANZE,92.75,Internacional,28.42
9357,MONTEROCIO,79.8,Internacional,232.98
9325,CELEBRITY INFINITY,294.0,Internacional,1.18
9328,FARALLON,119.95,Fondeo no comercial,18.29
9320,CABO DE HORNOS,55.0,Internacional,574.87
9317,ROCIO,71.5,Internacional,236.38
9323,VOYAGER,152.5,Internacional,4.97
9348,L JUBICA,89.28,Internacional,235.24
9359,DON FRANCESCO,67.25,Internacional,290.44
9344,MIRELUR  NO USAR,69.02,Internacional,184.99
9391,SAN TELMO 4,27.61,Fondeo no comercial,341.98
9316,BETTY ELIZABETH,34.19,Marginal,170.28
9310,DON BARTOLO,50.04,Marginal,121.05
9309,SAN TELMO 4,27.61,Marginal,23.69
9319,BETTY ELIZABETH,34.19,Marginal,23.37
9312,NORTH QUEEN,35.87,Fondeo comercial,1.76
9304,AMALIS,37.0,Marginal,223.44
9350,CHARO,86.79,Internacional,311.24
9308,TXOPITUNA DOS,77.3,Internacional,5.96
9313,JO LINDA,40.17,Fondeo no comercial,41.33
9299,DON ALVARO,37.55,Marginal,41.02
9301,EL DORADO,41.76,Marginal,1110.62
9329,AURORA B,84.1,Internacional,171.9
9358,JULIE L.,77.0,Internacional,388.18
9332,CONNIE JEAN TWO,45.75,Marginal,201.41
9295,GLORIA C,31.85,Marginal,594.54
9321,FARALLON,119.95,Fondeo no comercial,91.29
9303,SILVER SPIRIT,195.7,Internacional,0.63
9318,TUNAPESCA,60.44,Internacional,96.28
9251,CHRISTEL I (EX TASA 311),36.44,Marginal,8.09
9244,NUEVA CADIZ,31.09,Marginal,9.15
9252,PATILLO,31.13,Marginal,9.73
9267,DOMINADOR I,46.88,Marginal,73.83
9217,EILEEN MARIE,51.6,Marginal,136.87
9215,DON ALVARO,37.55,Marginal,225.86
9214,PACIFIC TUNA / EX DON CAMIL  -NO USAR,55.45,Marginal,163.42
9222,NORTH QUEEN,35.87,Marginal,382.93
9247,FARALLON,119.95,Fondeo no comercial,34.42
9262,CAP. BERNY B,65.1,Fondeo no comercial,122.49
9224,PACIFIC TUNA / EX DON CAMIL  -NO USAR,55.45,Marginal,25.88
9211,SOUTHERN QUEEN,36.8,Marginal,265.32
9219,NORTH QUEEN,35.87,Fondeo no comercial,17.01
9256,MEDJUGORJE / P-04-00006,60.28,Internacional,121.14
9209,JOSELITO,32.56,Marginal,220.18
9218,FARALLON,119.95,Fondeo no comercial,-6.99
9221,CABO DE HORNOS,55.0,Internacional,45.33
9202,MONTECRISTI,39.94,Marginal,174.25
9204,MONTENEME,54.6,Marginal,216.12
9220,MILENKA C,46.0,Internacional,47.7
9226,CARMEN D,44.42,Marginal,101.26
9261,YELISAVA,50.4,Fondeo no comercial,168.58
9201,EL CONDE,33.33,Marginal,100.94
9245,ALESHKA,56.93,Internacional,128.67
9207,CRYSTAL SYMPHONY,238.01,Internacional,10.22
9198,ALDO,47.85,Marginal,103.33
9253,TARQUI,42.63,Fondeo no comercial,169.78
9223,ALESSIA,56.9,Fondeo no comercial,148.12
9227,ALTAR 10,53.61,Fondeo no comercial,175.84
9197,GEMINI LEADER,180.0,Internacional,2.94
9200,LUCILE,72.0,Internacional,52.16
9212,JOCAY,91.1,Internacional,121.08
9213,ALINA,53.85,Fondeo no comercial,125.67
9191,GINO D,53.45,Marginal,199.25
9206,FARALLON,119.95,Fondeo no comercial,122.39
9196,MARIA JOSE,60.04,Internacional,41.89
9199,CHRISTEL I (EX TASA 311),36.44,Marginal,121.63
9189,OCEAN LADY,37.34,Marginal,212.22
9182,MILENKA C,46.0,Marginal,188.16
9180,DOÑA NANCY,35.94,Marginal,56.9
9208,ADRIANA,64.29,Internacional,172.59
9186,MILENKA C,46.0,Fondeo no comercial,1.15
9188,FARALLON,119.95,Fondeo no comercial,44.77
9210,DIVA MARIA,78.83,Internacional,214.43
9181,CAP. DANNY B,34.98,Marginal,2.06
9187,STONY STREAM,199.9,Internacional,54.14
9169,CAP. DANNY B,34.98,Marginal,74.75
9170,CIUDAD DE PORTOVIEJO,47.9,Marginal,191.74
9178,PATILLO,31.13,Fondeo no comercial,-0.18
9179,ESMERALDA C,78.75,Internacional,6.27
9177,NUEVA CADIZ,31.09,Fondeo no comercial,1.42
9176,FARALLON,119.95,Fondeo no comercial,23.59
9172,AMADEA,193.82,Internacional,6.26
9174,PATILLO,31.13,Marginal,23.57
9132,VICTORIA Nº 168,84.36,Internacional,48.8
9118,ESTHERCHO,62.6,Fondeo no comercial,9.47
9096,FLORENTINO,107.5,Fondeo no comercial,21.55
9089,MARUJITA (EX TXIRRIÑE),49.0,Marginal,558.08
9091,AMALIS,37.0,Marginal,123.78
9105,FARALLON,119.95,Fondeo no comercial,33.81
9161,JULIE L.,77.0,Internacional,273.3
9092,BLACK WATCH,205.46,Internacional,-1.18
9086,MARY LYNN,33.46,Marginal,77.86
9088,CHRISTEL I (EX TASA 311),36.44,Marginal,0.2
9090,FARALLON,119.95,Fondeo no comercial,43.77
9077,VIKING DIAMOND,167.25,Internacional,13.16
9120,ESMERALDA C,78.75,Internacional,119.2
9079,LUCIA T,52.52,Marginal,194.84
9078,SEVEN SEAS MARINER,217.0,Internacional,-1.37
9128,EL REY.,60.2,Internacional,129.15
9121,BERNARDITA B,34.98,Fondeo no comercial,124.25
9074,ESTHERCHO,62.6,Internacional,6.13
9072,DIVA MARIA,78.83,Internacional,4.45
9130,EMILIO,72.0,Fondeo no comercial,199.35
9084,FARALLON,119.95,Fondeo no comercial,41.95
9059,EILEEN MARIE,51.6,Marginal,307.27
9063,JOSELITO,32.56,Marginal,341.63
9101,ISLAND PRIDE Nº1,27.28,Fondeo no comercial,197.18
9081,FLORENTINO,107.5,Fondeo no comercial,88.58
9075,JANE IV,78.5,Internacional,57.79
9071,FARALLON,119.95,Fondeo no comercial,23.81
9127,CABO DE HORNOS,55.0,Internacional,200.49
9044,ARIETE,46.0,Marginal,194.21
9064,GLOVIS CHAMPION,199.98,Internacional,3.62
9125,SEA GEM,68.0,Internacional,224.82
9126,GOLD TUNA,53.96,Internacional,221.55
9042,ALIZE,51.5,Marginal,390.15
9085,CHRISTEL I (EX TASA 311),36.44,Marginal,120.35
9043,GOLD TUNA,53.96,Marginal,573.88
9083,TUNAPESCA,60.44,Internacional,148.22
9056,FIORELLA L,39.46,Fondeo no comercial,-5.99
9093,ALTAR 21,48.0,Fondeo no comercial,211.11
9057,SOUTHERN QUEEN,36.8,Fondeo no comercial,0.34
9058,FLORENTINO,107.5,Fondeo no comercial,16.67
9041,DOÑA NANCY,35.94,Marginal,368.8
9050,LAKE GENEVA,199.97,Internacional,3.97
9034,MARIA FATIMA,32.4,Marginal,25.28
9073,MARINERO,18.0,Marginal,110.32
9036,ISLAND PRIDE Nº1,27.28,Marginal,432.39
9080,LA PEÑA,73.33,Fondeo no comercial,156.62
9047,ISLAND PRIDE Nº1,27.28,Marginal,-2.82
9048,MARIA FATIMA,32.4,Marginal,-1.24
9033,NORTH QUEEN,35.87,Marginal,177.25
9046,EL DORADO,41.76,Internacional,15.86
9038,NORTH QUEEN,35.87,Fondeo no comercial,2.32
9054,NAZCA,74.25,Internacional,55.67
9039,UGAVI / P-04-00700,81.0,Internacional,31.42
9040,SOUTHERN QUEEN,36.8,Fondeo comercial,31.19
9035,TIUNA,61.96,Fondeo no comercial,34.14
9053,DOMINADOR I,46.88,Marginal,77.57
9027,CRYSTAL RAY,199.98,Internacional,1.69
9031,VICENTE,107.5,Fondeo no comercial,46.02
9069,"ALTAR 6 /P-04-00827, ex Kyoshin Maru6",53.51,Fondeo no comercial,164.62
9023,GRAVITY HIGHWAY,199.96,Internacional,-6.76
9045,FARALLON,119.95,Fondeo no comercial,89.82
9020,LUCY,42.63,Marginal,17.54
9052,LUCY,42.63,Internacional,125.95
9013,EL DORADO,41.76,Marginal,117.63
9018,MORNING CALM,199.88,Internacional,7.65
9094,VENTUARI,70.56,Fondeo no comercial,406.85
8949,DOÑA NANCY,35.94,Fondeo no comercial,7.95
8903,ALDO,47.85,Marginal,222.59
8948,DOÑA MARUJA,45.5,Marginal,32.4
8992,MONTECRISTI,39.94,Fondeo no comercial,33.18
8960,CHRISTEL I (EX TASA 311),36.44,Marginal,72.91
8952,GIULIETTA,61.56,Fondeo no comercial,169.05
8914,DOÑA ROGE,56.97,Internacional,32.97
9002,YELISAVA,50.4,Fondeo no comercial,32.49
8905,DON FANIS,29.4,Marginal,71.84
8983,TARQUI,42.63,Internacional,31.81
9001,CAP. BERNY B,65.1,Internacional,57.09
8902,FARALLON,119.95,Fondeo no comercial,24.72
8978,CHIARA,56.52,Internacional,56.58
8892,NORTH QUEEN,35.87,Marginal,286.67
8897,DON FANIS,29.4,Marginal,-6.47
8888,GLORIA C,31.85,Marginal,1120.43
8883,CAP. DANNY B,34.98,Marginal,534.72
8895,NORTH QUEEN,35.87,Fondeo no comercial,15.94
8911,AMALIS,37.0,Fondeo no comercial,80.74
8899,"ANAIS / P-04-00414, ex Jacobita",36.58,Fondeo no comercial,22.72
8876,DOÑA TULA,48.0,Marginal,767.02
8889,DON FANIS,28.5,Fondeo no comercial,-5.59
8896,FLORENTINO,107.5,Fondeo no comercial,64.83
8880,MARINERO,18.0,Marginal,48952.47
8877,ARIETE,46.0,Marginal,320.91
8887,FARALLON,119.95,Fondeo no comercial,42.04
8953,MARTA LUCIA R,78.33,Internacional,153.23
8874,CAP. TINO B,34.98,Marginal,247.07
8950,BETTY ELIZABETH,34.19,Fondeo no comercial,174.12
9003,DON ANTONIO,38.91,Fondeo no comercial,174.72
8879,MARY LYNN,33.46,Marginal,269.94
8884,CORSARIO IV,29.26,Marginal,14.61
8958,CIUDAD DE PORTOVIEJO,47.9,Internacional,216.07
8893,CAP. DANNY B,34.98,Fondeo no comercial,92.66
